,created_at,text,geo,coordinates,place
123,Wed Jan 31 11:21:10 +0000 2018,#tourists #srilanka #colombo #memorial #tuktuk #tuktukrampage #yachtlife @ Arcade Independence… https://t.co/pyxuKqk9Hw,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
124,Tue Jan 30 07:59:30 +0000 2018,I'm at Royal Arcade in Udugampola https://t.co/ZWCKEFLoR6,"{'type': 'Point', 'coordinates': [7.124958, 79.981778]}","{'type': 'Point', 'coordinates': [79.981778, 7.124958]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
125,Sun Jan 21 13:08:32 +0000 2018,"I'm at Arcade Independence Square in Colombo, Western Province https://t.co/UeIHNQ84nh","{'type': 'Point', 'coordinates': [6.90287785, 79.86885362]}","{'type': 'Point', 'coordinates': [79.86885362, 6.90287785]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
126,Fri Jan 19 08:25:20 +0000 2018,I'm at Royal Arcade in Udugampola https://t.co/6McS6iG21D,"{'type': 'Point', 'coordinates': [7.124958, 79.981778]}","{'type': 'Point', 'coordinates': [79.981778, 7.124958]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
127,Sun Jan 14 04:01:05 +0000 2018,"I'm at Arcade Independence Square in Colombo, Western Province https://t.co/G1dZzdqS67","{'type': 'Point', 'coordinates': [6.90287785, 79.86885362]}","{'type': 'Point', 'coordinates': [79.86885362, 6.90287785]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
128,Thu Jan 11 11:08:27 +0000 2018,From todays shoot for #signal #sinaboowewa @ Arcade Independence Square https://t.co/rZ1ic5sicS,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
129,Thu Jan 11 09:56:32 +0000 2018,New shoot for #signal #sinaboowewa with bathiya aiya and raween ❤️ @ Arcade Independence Square https://t.co/JxTChVo42q,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
130,Thu Jan 11 09:17:00 +0000 2018,New shoot for #signal #sinaboowewa with @Sagaratv @ Arcade Independence Square https://t.co/Qm5sv4JsFT,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
131,Thu Jan 11 07:05:39 +0000 2018,Just posted a photo @ Arcade Independence Square https://t.co/hl4ToNnfHz,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
132,Thu Jan 11 03:05:24 +0000 2018,SMILE time again!!!! #smile #tvc #onlocation @ Arcade Independence Square https://t.co/gE84haCgtB,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
133,Mon Jan 08 10:33:01 +0000 2018,Just posted a photo @ Arcade Independence Square https://t.co/QSqnbgWnkD,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
134,Sat Jan 06 14:00:49 +0000 2018,"I'm at Arcade Independence Square in Colombo, Western Province https://t.co/DJBHehkw81","{'type': 'Point', 'coordinates': [6.90287785, 79.86885362]}","{'type': 'Point', 'coordinates': [79.86885362, 6.90287785]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
135,Sat Jan 06 13:47:06 +0000 2018,1st selfie in 2018 with her #saturdaynight #selfie #2k18 @ Arcade Independence Square https://t.co/iVtLnkFgzE,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
136,Fri Dec 29 17:01:22 +0000 2017,#Friday evenings travelling #COLOMBO #srilanka captured by wahab_ashraff @ Arcade Independence… https://t.co/e76YttUcHR,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
137,Fri Dec 29 16:29:00 +0000 2017,#arcade #indipendent #square  #beautifulday #friday #captured by wahab_ashraff 😉 @ Arcade… https://t.co/TEri2QmzrQ,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
138,Thu Dec 28 02:30:04 +0000 2017,"Arcade Independence Square, Colombo has changed a lot #afzalally #Colombo #TouristInYourOwnCity… https://t.co/jEuhL6hlIf","{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
139,Wed Dec 20 17:07:21 +0000 2017,"#Randomselfie
#Originalisalwaysbetter @ Arcade Independence Square https://t.co/DqxGV600NZ","{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
140,Wed Dec 20 14:36:53 +0000 2017,Visit our stall at Arcade Independence for a lip-smacking tasty Kottu for Rs400 and Chocolate Brownie for Rs300. Pr… https://t.co/PADrgJwRWs,"{'type': 'Point', 'coordinates': [6.9029666, 79.868028]}","{'type': 'Point', 'coordinates': [79.868028, 6.9029666]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
141,Mon Dec 18 06:17:13 +0000 2017,"I'm at Arcade Independence Square in Colombo, Western Province https://t.co/tDIBc38dez","{'type': 'Point', 'coordinates': [6.90287785, 79.86885362]}","{'type': 'Point', 'coordinates': [79.86885362, 6.90287785]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
142,Sat Dec 16 06:59:08 +0000 2017,#brother ‍❤️‍ @ Arcade Independence Square https://t.co/baLzryzcVs,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
143,Fri Dec 15 10:03:39 +0000 2017,With the legend! #oneandonly #dilanthamalagamuwa #dilangoracing #interview @ Arcade Independence… https://t.co/Uffba9vx5G,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
144,Fri Dec 15 04:38:39 +0000 2017,Just posted a photo @ Arcade Independence Square https://t.co/OujvRpLBp1,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
145,Wed Dec 13 15:43:07 +0000 2017,Another reason why I ❤  this time of the year! We get to broadcast LIVE at the Arcade and meet… https://t.co/WsXHZsxg8Z,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
146,Mon Dec 11 11:59:59 +0000 2017,I'm at Liberty Arcade in Colombo 03 https://t.co/mR4akSoyWV,"{'type': 'Point', 'coordinates': [6.91033169, 79.85207645]}","{'type': 'Point', 'coordinates': [79.85207645, 6.91033169]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
147,Sun Dec 10 17:58:16 +0000 2017,#throwback #cannon #eos70d #zoomlens #70-200 @ Royal Arcade https://t.co/2NMmdi6BVr,"{'type': 'Point', 'coordinates': [7.12507144, 79.98193366]}","{'type': 'Point', 'coordinates': [79.98193366, 7.12507144]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
148,Sun Dec 10 17:57:41 +0000 2017,#throwback #cannon #eos70d #zoomlens #70-200 @ Royal Arcade https://t.co/pKimUyh48P,"{'type': 'Point', 'coordinates': [7.12507144, 79.98193366]}","{'type': 'Point', 'coordinates': [79.98193366, 7.12507144]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
149,Sun Dec 10 17:57:04 +0000 2017,#throwback #cannon #eos70d #zoomlens #70-200 @ Royal Arcade https://t.co/WzNelXp0bh,"{'type': 'Point', 'coordinates': [7.12507144, 79.98193366]}","{'type': 'Point', 'coordinates': [79.98193366, 7.12507144]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
150,Sun Dec 10 17:45:10 +0000 2017,#throwback #cannon #eos70d #zoomlens #70-200 @ Royal Arcade https://t.co/zAqd1SRLkc,"{'type': 'Point', 'coordinates': [7.12507144, 79.98193366]}","{'type': 'Point', 'coordinates': [79.98193366, 7.12507144]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
151,Sun Dec 10 17:39:56 +0000 2017,#throwback #cannon #eos70d #zoomlens #70-200 @ Royal Arcade https://t.co/zXTty2NStE,"{'type': 'Point', 'coordinates': [7.12507144, 79.98193366]}","{'type': 'Point', 'coordinates': [79.98193366, 7.12507144]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
152,Sun Dec 10 17:16:15 +0000 2017,#throwback #cannon #eos70d #zoomlens #70-200 @ Royal Arcade https://t.co/2JYCAtklYV,"{'type': 'Point', 'coordinates': [7.12507144, 79.98193366]}","{'type': 'Point', 'coordinates': [79.98193366, 7.12507144]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
153,Sun Dec 10 17:10:54 +0000 2017,#throwback #cannon #eos70d #zoomlens #70-200 @ Royal Arcade https://t.co/pgvmesxSq2,"{'type': 'Point', 'coordinates': [7.12507144, 79.98193366]}","{'type': 'Point', 'coordinates': [79.98193366, 7.12507144]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
154,Sun Dec 10 15:03:14 +0000 2017,#throwback #cannon #eos70d #zoomlens #70-200 @ Royal Arcade https://t.co/YEmWkeoVh4,"{'type': 'Point', 'coordinates': [7.12507144, 79.98193366]}","{'type': 'Point', 'coordinates': [79.98193366, 7.12507144]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
155,Sun Dec 10 04:11:54 +0000 2017,I'm at Royal Arcade in Udugampola https://t.co/U55Yyc1a1u,"{'type': 'Point', 'coordinates': [7.124958, 79.981778]}","{'type': 'Point', 'coordinates': [79.981778, 7.124958]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
156,Sun Dec 10 02:34:36 +0000 2017,#bestbuddies #schooltime #weddingdress @ Royal Arcade https://t.co/jOxBlnAyXe,"{'type': 'Point', 'coordinates': [7.12507144, 79.98193366]}","{'type': 'Point', 'coordinates': [79.98193366, 7.12507144]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
157,Sun Dec 10 02:33:44 +0000 2017,#cousins #weddingdresses @ Royal Arcade https://t.co/XuPet6BBIK,"{'type': 'Point', 'coordinates': [7.12507144, 79.98193366]}","{'type': 'Point', 'coordinates': [79.98193366, 7.12507144]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
158,Sat Dec 09 16:18:32 +0000 2017,Just posted a photo @ Royal Arcade https://t.co/3bWC7zkGQF,"{'type': 'Point', 'coordinates': [7.12507144, 79.98193366]}","{'type': 'Point', 'coordinates': [79.98193366, 7.12507144]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
159,Sat Dec 09 14:45:03 +0000 2017,#peace_expo_2k17 @ Arcade Independence Square https://t.co/Dw2nGMd8fd,"{'type': 'Point', 'coordinates': [6.90296117, 79.86872227]}","{'type': 'Point', 'coordinates': [79.86872227, 6.90296117]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
160,Sat Dec 09 06:33:04 +0000 2017,Sports Life. #Honda #CR-Z @ Royal Arcade https://t.co/4tMiV4GGGT,"{'type': 'Point', 'coordinates': [7.12507144, 79.98193366]}","{'type': 'Point', 'coordinates': [79.98193366, 7.12507144]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
161,Sat Dec 09 04:12:43 +0000 2017,I'm at Royal Arcade in Udugampola https://t.co/YurTfhVeDo,"{'type': 'Point', 'coordinates': [7.124958, 79.981778]}","{'type': 'Point', 'coordinates': [79.981778, 7.124958]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
162,Wed Dec 06 07:55:21 +0000 2017,"VFS Thasheel (@ Supun Arcade in Wellawatte,Colombo, Western Province) https://t.co/Izra2OEppA","{'type': 'Point', 'coordinates': [6.87603648, 79.86054182]}","{'type': 'Point', 'coordinates': [79.86054182, 6.87603648]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}"
